First_Word,Second_Word,Probability
5f_1_0074,do,1.0
have,expensive,0.0013422818791946308
restaurants,5f_1_0075,0.0021551724137931034
5f_1_0075,i,1.0
portuguese,5f_1_0076,0.1111111111111111
5f_1_0076,how,1.0
about,portuguese,0.000864304235090752
food,5f_1_0077,0.0007987220447284345
5f_1_0077,i,1.0
dollars,5f_1_0078,0.0014124293785310734
5f_1_0078,i,1.0
for,any,0.004464285714285714
meal,5f_1_0079,0.0125
5f_1_0079,i,1.0
dinner,5f_1_0080,0.002109704641350211
5f_1_0080,lets,1.0
try,portuguese,0.017543859649122806
food,5f_1_0081,0.0007987220447284345
5f_1_0081,i,1.0
dinner,5f_1_0082,0.002109704641350211
5f_1_0082,i,1.0
dollars,5f_1_0083,0.0014124293785310734
5f_1_0083,i,1.0
food,form,0.0007987220447284345
form,brazil,1.0
brazil,5f_1_0084,0.5
5f_1_0084,i,1.0
food,5f_1_0085,0.0007987220447284345
5f_1_0085,type,1.0
is,brazilian,0.002173913043478261
brazilian,brazilian,0.07142857142857142
brazilian,5f_1_0086,0.07142857142857142
5f_1_0086,start,1.0
over,5f_1_0087,0.0019083969465648854
5f_1_0087,any,1.0
day,at,0.011111111111111112
all,5f_1_0088,0.01694915254237288
5f_1_0088,i,1.0
want,spaghetti,0.0009643201542912247
spaghetti,5f_1_0089,0.06666666666666667
5f_1_0089,ill,1.0
ill,eat,0.07692307692307693
day,5f_1_0090,0.011111111111111112
5f_1_0090,i,1.0
dollars,5f_1_0091,0.0014124293785310734
5f_1_0091,lunch,1.0
lunch,5f_1_0092,0.002544529262086514
5f_1_0092,im,1.0
not,willing,0.0035842293906810036
fifteen,5f_1_0093,0.007352941176470588
5f_1_0093,ill,1.0
go,fifteen,0.008213552361396304
minutes,5f_1_0094,0.003424657534246575
5f_1_0094,display,1.0
display,the,0.3333333333333333
the,stuff,0.0008920606601248885
stuff,that,0.3333333333333333
that,you,0.025252525252525252
about,spats,0.005185825410544511
spats,id,0.037037037037037035
from,wednesday,0.003952569169960474
wednesday,ill,0.014492753623188406
dinner,under,0.002109704641350211
an,entree,0.006711409395973154
entree,i,1.0
to,five,0.0011045655375552283
miles,id,0.01910828025477707
travel,between,0.008403361344537815
between,three,0.023809523809523808
and,five,0.0029411764705882353
miles,could,0.006369426751592357
sujathas,please,0.04
sujathas,restaurant,0.12
please,sujathas,0.0035211267605633804
sujathas,can,0.04
of,indian,0.008213552361396304
i,previously,0.0003549875754348598
previously,requested,1.0
requested,can,1.0
over,give,0.0019083969465648854
vin,please,0.047619047619047616
please,cafe,0.0035211267605633804
vin,lets,0.047619047619047616
try,cambodian,0.017543859649122806
lunch,how,0.002544529262086514
tuesday,lunch,0.015151515151515152
cambodianas,where,0.07142857142857142
get,cheap,0.02830188679245283
cheap,american,0.006802721088435374
a,salad,0.008514664143803218
salad,bar,0.14285714285714285
bar,where,0.043478260869565216
get,thai,0.02830188679245283
you,expand,0.0017889087656529517
expand,it,1.0
miles,how,0.01910828025477707
about,ice,0.000864304235090752
cream,stores,0.13333333333333333
stores,ice,0.5
stores,or,0.5
or,dessert,0.006211180124223602
dessert,places,0.05263157894736842
places,do,0.02631578947368421
any,dessert,0.0024630541871921183
dessert,restaurants,0.05263157894736842
dollars,which,0.0014124293785310734
river,lets,0.3
indian,meal,0.00510204081632653
meal,indian,0.0125
please,food,0.0035211267605633804
from,india,0.003952569169960474
india,indian,1.0
friday,lunch,0.031578947368421054
please,lunch,0.01056338028169014
lunch,up,0.002544529262086514
mile,are,0.018518518518518517
tuesday,dinner,0.07575757575757576
dinner,eight,0.002109704641350211
dollars,eight,0.009887005649717515
spend,eight,0.003205128205128205
dollars,thirty,0.002824858757062147
can,travel,0.013215859030837005
travel,thirty,0.025210084033613446
minutes,can,0.00684931506849315
the,taquerias,0.0008920606601248885
taquerias,tell,1.0
taqueria,lets,0.05
a,chicken,0.000946073793755913
chicken,dinner,0.14285714285714285
dinner,chicken,0.002109704641350211
chicken,i,0.2857142857142857
like,meat,0.0006544502617801048
meat,i,0.1111111111111111
like,beef,0.0006544502617801048
beef,beef,0.125
beef,i,0.25
want,beef,0.0009643201542912247
beef,roast,0.125
roast,beef,0.75
beef,japanese,0.125
food,thursday,0.0007987220447284345
thursday,nine,0.022727272727272728
nine,dollars,0.625
dollars,nine,0.0014124293785310734
dollars,thats,0.0014124293785310734
thats,too,0.11320754716981132
about,casadeeva,0.0025929127052722557
casadeeva,tell,0.3333333333333333
guerreros,tell,0.0625
guerreros,lets,0.0625
like,japanese,0.002617801047120419
sunday,lunch,0.009433962264150943
lunch,eight,0.007633587786259542
much,fifteen,0.011235955056179775
minutes,three,0.003424657534246575
yoshis,lets,0.125
like,american,0.002617801047120419
breakfast,ten,0.005952380952380952
edys,tell,0.10344827586206896
about,mels,0.00864304235090752
diner,tell,0.06666666666666667
apples,which,0.1
list,have,0.00390625
hamburgers,does,0.0625
milano,have,0.1111111111111111
hamburgers,tell,0.0625
milano,lets,0.1111111111111111
lunch,ten,0.002544529262086514
minutes,twenty,0.003424657534246575
plearn,tell,0.045454545454545456
cuisine,lets,0.047619047619047616
avenue,asian,0.043478260869565216
monday,dinner,0.014492753623188406
much,six,0.011235955056179775
mile,tell,0.018518518518518517
cambodianas,may,0.07142857142857142
may,i,0.625
again,give,0.0064516129032258064
again,goodbye,0.0064516129032258064
goodbye,bc_1_0001,0.2
bc_1_0001,i,1.0
about,mexican,0.007778738115816767
restaurants,bc_1_0002,0.0021551724137931034
bc_1_0002,any,1.0
week,bc_1_0003,0.027777777777777776
bc_1_0003,dinner,1.0
dinner,bc_1_0004,0.002109704641350211
bc_1_0004,not,1.0
dollars,bc_1_0005,0.0014124293785310734
bc_1_0005,i,1.0
want,asian,0.0028929604628736743
want,mexican,0.010607521697203472
food,bc_1_0006,0.0007987220447284345
bc_1_0006,i,1.0
dollars,bc_1_0007,0.0014124293785310734
bc_1_0007,not,1.0
dollars,bc_1_0008,0.0014124293785310734
bc_1_0008,three,1.0
kilometers,bc_1_0009,0.09090909090909091
bc_1_0009,what,1.0
aycaramba,bc_1_0010,0.04
bc_1_0010,how,1.0
many,vegetarian,0.2222222222222222
vegetarian,entrees,0.018691588785046728
entrees,do,0.6666666666666666
aycaramba,bc_1_0011,0.04
bc_1_0011,show,1.0
restaurants,bc_1_0012,0.0021551724137931034
bc_1_0012,can,1.0
restaurants,bc_1_0013,0.0021551724137931034
bc_1_0013,i,1.0
go,as,0.002053388090349076
as,five,0.022222222222222223
kilometers,bc_1_0014,0.09090909090909091
bc_1_0014,how,1.0
at,juans,0.00881057268722467
place,bc_1_0015,0.006622516556291391
bc_1_0015,show,1.0
restaurants,bc_1_0016,0.0021551724137931034
bc_1_0016,do,1.0
place,bc_1_0017,0.006622516556291391
bc_1_0017,show,1.0
restaurants,bc_1_0018,0.0021551724137931034
bc_1_0018,is,1.0
in,picante,0.0026041666666666665
taqueria,really,0.025
really,spicy,0.01818181818181818
spicy,bc_1_0019,0.0625
bc_1_0019,i,1.0
restaurant,bc_1_0020,0.001321003963011889
bc_1_0020,i,1.0
mind,i,0.1
a,cambodian,0.004730368968779565
restaurant,bc_1_0021,0.001321003963011889
bc_1_0021,show,1.0
restaurants,bc_1_0022,0.0021551724137931034
bc_1_0022,tell,1.0
petrouchka,bc_1_0023,0.0625
bc_1_0023,i,1.0
about,good,0.000864304235090752
good,places,0.0078125
for,pancakes,0.001488095238095238
pancakes,bc_1_0024,0.16666666666666666
bc_1_0024,i,1.0
breakfast,bc_1_0025,0.005952380952380952
bc_1_0025,i,1.0
morning,bc_1_0026,0.06666666666666667
bc_1_0026,i,1.0
eat,pancakes,0.0036101083032490976
pancakes,bc_1_0027,0.16666666666666666
bc_1_0027,no,1.0
no,you,0.005376344086021506
you,got,0.008944543828264758
me,wrong,0.001072961373390558
pancakes,bc_1_0028,0.16666666666666666
bc_1_0028,i,1.0
food,bc_1_0029,0.0007987220447284345
bc_1_0029,eat,1.0
breakfast,bc_1_0030,0.005952380952380952
bc_1_0030,i,1.0
morning,bc_1_0031,0.06666666666666667
bc_1_0031,i,1.0
saturday,bc_1_0032,0.006289308176100629
bc_1_0032,i,1.0
sunday,bc_1_0033,0.009433962264150943
bc_1_0033,i,1.0
breakfast,bc_1_0034,0.005952380952380952
bc_1_0034,i,1.0
food,bc_1_0035,0.0007987220447284345
bc_1_0035,i,1.0
pancakes,bc_1_0036,0.16666666666666666
bc_1_0036,i,1.0
a,caribbean,0.001892147587511826
caribbean,restaurant,0.2
restaurant,bc_1_0037,0.001321003963011889
bc_1_0037,tell,1.0
aucoquelet,bc_1_0038,0.034482758620689655
bc_1_0038,tell,1.0
aucoquelet,bc_1_0039,0.034482758620689655
bc_1_0039,show,1.0
restaurants,bc_1_0040,0.0021551724137931034
bc_1_0040,tell,1.0
the,brick,0.001784121320249777
cafe,bc_1_0041,0.006622516556291391
bc_1_0041,show,1.0
restaurants,it,0.004310344827586207
it,it,0.002824858757062147
doesnt,understand,0.00684931506849315
understand,the,0.07692307692307693
the,word,0.0008920606601248885
word,show,1.0
me,for,0.002145922746781116
some,bc_1_0042,0.002364066193853428
bc_1_0042,tell,1.0
the,stuffed,0.008920606601248885
inn,bc_1_0043,0.07142857142857142
bc_1_0043,tell,1.0
inn,bc_1_0044,0.07142857142857142
bc_1_0044,what,1.0
inn,bc_1_0045,0.07142857142857142
bc_1_0045,the,1.0
inn,bc_1_0046,0.07142857142857142
bc_1_0046,i,1.0
restaurant,bc_1_0047,0.001321003963011889
bc_1_0047,i,1.0
want,caribbean,0.0009643201542912247
food,bc_1_0048,0.0007987220447284345
bc_1_0048,caribbean,1.0
caribbean,bc_1_0049,0.1
bc_1_0049,hunan,1.0
hunan,bc_1_0050,0.5
bc_1_0050,cantonese,1.0
cantonese,food,0.6666666666666666
food,bc_1_0051,0.0007987220447284345
bc_1_0051,i,1.0
eat,cantonese,0.0012033694344163659
im,particularly,0.006006006006006006
particularly,interested,0.6666666666666666
in,asian,0.005208333333333333
icksee,my,0.00819672131147541
favorite,kind,0.14285714285714285
of,asian,0.004106776180698152
is,spicy,0.002173913043478261
spicy,meals,0.0625
at,moderate,0.004405286343612335
moderate,cost,0.1111111111111111
cost,id,0.00625
find,good,0.06666666666666667
thats,available,0.018867924528301886
available,in,0.2727272727272727
the,four,0.0008920606601248885
four,dollar,0.05263157894736842
dollar,to,0.07317073170731707
eight,dollar,0.06521739130434782
range,im,0.0625
im,also,0.003003003003003003
also,very,0.05
very,fond,0.008064516129032258
of,ethiopian,0.002053388090349076
food,again,0.0007987220447284345
again,food,0.0064516129032258064
thats,in,0.018867924528301886
the,five,0.001784121320249777
range,start,0.0625
of,my,0.002053388090349076
favorite,restaurants,0.14285714285714285
restaurants,is,0.00646551724137931
lunch,the,0.010178117048346057
restaurant,should,0.036988110964332896
minutes,driving,0.010273972602739725
icksee,i,0.13114754098360656
food,the,0.00718849840255591
be,at,0.026246719160104987
prefer,expensive,0.04
eat,deli,0.0012033694344163659
deli,food,0.10526315789473684
fridays,jewish,0.3333333333333333
jewish,delicatessen,1.0
delicatessen,food,0.3333333333333333
italian,deli,0.004608294930875576
within,eight,0.008547008547008548
eight,minutes,0.021739130434782608
minutes,cycling,0.003424657534246575
cycling,distance,1.0
i,enjoy,0.0003549875754348598
enjoy,italian,0.3333333333333333
italian,breakfasts,0.004608294930875576
breakfasts,no,1.0
try,costs,0.017543859649122806
costs,in,0.0625
range,my,0.0625
favorite,food,0.14285714285714285
is,hamburgers,0.002173913043478261
hamburgers,and,0.0625
and,coke,0.0029411764705882353
coke,start,1.0
over,list,0.0019083969465648854
icksee,dinner,0.00819672131147541
dinner,fridays,0.002109704641350211
fridays,or,0.3333333333333333
or,saturdays,0.006211180124223602
saturdays,the,1.0
panini,tell,0.14285714285714285
other,sandwich,0.030303030303030304
sandwich,shop,0.043478260869565216
shop,i,1.0
sandwiches,on,0.13333333333333333
sunday,what,0.009433962264150943
is,its,0.002173913043478261
its,telephone,0.019230769230769232
number,what,0.25
tour,eiffels,0.02857142857142857
eiffels,telephone,1.0
number,tell,0.25
chezpanisse,how,0.041666666666666664
can,chezpanisse,0.0022026431718061676
chezpanisse,accommodate,0.020833333333333332
accommodate,in,1.0
in,my,0.0026041666666666665
my,party,0.02
party,start,0.3333333333333333
get,frozen,0.009433962264150943
some,ice,0.0070921985815602835
cream,i,0.13333333333333333
cream,on,0.06666666666666667
tuesday,at,0.015151515151515152
at,lunchtime,0.013215859030837005
lunchtime,spend,0.5
go,three,0.002053388090349076
have,spaghetti,0.0026845637583892616
spaghetti,for,0.06666666666666667
wednesday,on,0.014492753623188406
spend,seven,0.00641025641025641
go,ten,0.002053388090349076
i__c__s__i,tell,0.005714285714285714
list,vegetarian,0.00390625
a,roast,0.000946073793755913
beef,dinner,0.125
want,roast,0.0009643201542912247
a,meat,0.001892147587511826
meat,dinner,0.1111111111111111
a,steak,0.002838221381267739
steak,dinner,0.06666666666666667
a,green,0.000946073793755913
green,salad,1.0
salad,salad,0.047619047619047616
salad,vegetarian,0.047619047619047616
vegetarian,vegetarian,0.018691588785046728
vegetarian,start,0.009345794392523364
want,vegetarian,0.0009643201542912247
lunch,lunch,0.007633587786259542
want,lunch,0.0057859209257473485
lunch,five,0.005089058524173028
aycaramba,does,0.04
aycaramba,have,0.08
have,takeout,0.0026845637583892616
takeout,services,0.3333333333333333
services,does,1.0
takeout,show,0.3333333333333333
list,start,0.00390625
the,nearest,0.0008920606601248885
nearest,deli,0.5
deli,to,0.05263157894736842
want,potato,0.0009643201542912247
potato,salad,1.0
salad,i,0.09523809523809523
sandwich,on,0.043478260869565216
wednesday,any,0.014492753623188406
sandwich,tell,0.08695652173913043
offering,does,0.14285714285714285
does,musical,0.01282051282051282
offering,have,0.14285714285714285
have,salads,0.0013422818791946308
salads,start,0.3333333333333333
want,pancakes,0.0019286403085824494
pancakes,for,0.16666666666666666
pancakes,okay,0.16666666666666666
want,waffles,0.0009643201542912247
waffles,american,1.0
american,i,0.012738853503184714
day,any,0.044444444444444446
day,less,0.011111111111111112
about,continental,0.001728608470181504
garden,can,0.14285714285714285
yogurt,park,0.2
park,i,1.0
want,yogurt,0.0009643201542912247
yogurt,2c_1_0001,0.2
2c_1_0001,hello,1.0
hello,berp,0.07142857142857142
berp,are,0.6666666666666666
good,indonesian,0.015625
berkeley,2c_1_0002,0.00641025641025641
2c_1_0002,lets,1.0
over,2c_1_0003,0.0019083969465648854
2c_1_0003,hello,1.0
berkeley,2c_1_0004,0.00641025641025641
2c_1_0004,any,1.0
day,would,0.011111111111111112
fine,2c_1_0005,0.025
2c_1_0005,im,1.0
in,dinner,0.0078125
dinner,2c_1_0006,0.002109704641350211
2c_1_0006,this,1.0
this,can,0.008620689655172414
be,an,0.0026246719160104987
expensive,meal,0.02
meal,thats,0.0125
thats,fine,0.018867924528301886
fine,2c_1_0007,0.025
2c_1_0007,berp,1.0
berp,can,0.3333333333333333
nice,romantic,0.03571428571428571
doesnt,cost,0.00684931506849315
cost,too,0.00625
much,2c_1_0008,0.011235955056179775
2c_1_0008,lets,1.0
over,2c_1_0009,0.0019083969465648854
2c_1_0009,where,1.0
date,and,0.2
pay,very,0.05
money,think,0.011904761904761904
think,about,0.09375
that,sort,0.005050505050505051
of,thing,0.002053388090349076
thing,or,0.16666666666666666
or,whoops,0.006211180124223602
whoops,2c_1_0010,1.0
2c_1_0010,lets,1.0
i,shouldnt,0.0003549875754348598
shouldnt,do,0.08333333333333333
do,that,0.003246753246753247
that,2c_1_0011,0.005050505050505051
2c_1_0011,lets,1.0
over,2c_1_0012,0.0019083969465648854
2c_1_0012,id,1.0
campus,but,0.07692307692307693
not,on,0.0035842293906810036
on,durant,0.0015873015873015873
durant,2c_1_0013,0.07692307692307693
2c_1_0013,i,1.0
salad,2c_1_0014,0.047619047619047616
2c_1_0014,healthy,1.0
healthy,local,1.0
local,food,1.0
food,2c_1_0015,0.0007987220447284345
2c_1_0015,on,1.0
tuesday,saturday,0.015151515151515152
sunday,2c_1_0016,0.009433962264150943
2c_1_0016,lunch,1.0
lunch,2c_1_0017,0.002544529262086514
2c_1_0017,cant,1.0
cant,you,1.0
me,2c_1_0018,0.001072961373390558
2c_1_0018,make,1.0
cheap,lunch,0.034013605442176874
lunch,2c_1_0019,0.002544529262086514
2c_1_0019,i,1.0
pizza,2c_1_0020,0.01
2c_1_0020,i,1.0
telegraph,2c_1_0021,0.07692307692307693
2c_1_0021,lets,1.0
over,2c_1_0022,0.0019083969465648854
2c_1_0022,whats,1.0
icksee,2c_1_0023,0.00819672131147541
2c_1_0023,i,1.0
tuesday,and,0.015151515151515152
inexpensive,2c_1_0024,0.022727272727272728
2c_1_0024,id,1.0
a,chocolate,0.000946073793755913
chocolate,sundae,1.0
sundae,2c_1_0025,1.0
2c_1_0025,i,1.0
dont,need,0.004
money,make,0.011904761904761904
cheap,2c_1_0026,0.006802721088435374
2c_1_0026,where,1.0
for,dessert,0.002976190476190476
dessert,2c_1_0027,0.05263157894736842
2c_1_0027,lets,1.0
over,2c_1_0028,0.0019083969465648854
2c_1_0028,where,1.0
dessert,2c_1_0029,0.05263157894736842
2c_1_0029,id,1.0
cream,or,0.06666666666666667
or,some,0.006211180124223602
some,pastries,0.002364066193853428
pastries,2c_1_0030,1.0
2c_1_0030,something,1.0
something,fattening,0.010309278350515464
fattening,2c_1_0031,1.0
2c_1_0031,id,1.0
like,california,0.0013089005235602095
cuisine,but,0.015873015873015872
not,near,0.0035842293906810036
icksee,2c_1_0032,0.00819672131147541
2c_1_0032,id,1.0
oclock,2c_1_0033,0.09090909090909091
2c_1_0033,i,1.0
car,2c_1_0034,0.02040816326530612
2c_1_0034,are,1.0
japanese,places,0.011494252873563218
places,on,0.02631578947368421
on,solano,0.0031746031746031746
solano,2c_1_0035,0.2
2c_1_0035,what,1.0
week,2c_1_0036,0.027777777777777776
2c_1_0036,can,1.0
kirala,2c_1_0037,0.1111111111111111
2c_1_0037,can,1.0
me,2c_1_0038,0.001072961373390558
2c_1_0038,where,1.0
get,brunch,0.009433962264150943
brunch,2c_1_0039,0.037037037037037035
2c_1_0039,lets,1.0
over,2c_1_0040,0.0019083969465648854
2c_1_0040,lets,1.0
over,2c_1_0041,0.0019083969465648854
2c_1_0041,lets,1.0
over,2c_1_0042,0.0019083969465648854
2c_1_0042,where,1.0
good,breakfast,0.0234375
breakfast,2c_1_0043,0.005952380952380952
2c_1_0043,it,1.0
it,stupid,0.002824858757062147
stupid,2c_1_0044,0.3333333333333333
2c_1_0044,id,1.0
food,2c_1_0045,0.0007987220447284345
2c_1_0045,like,1.0
day,and,0.022222222222222223
and,any,0.0058823529411764705
price,2c_1_0046,0.015384615384615385
2c_1_0046,id,1.0
price,2c_1_0047,0.015384615384615385
2c_1_0047,any,1.0
price,2c_1_0048,0.015384615384615385
2c_1_0048,ill,1.0
money,2c_1_0049,0.011904761904761904
2c_1_0049,any,1.0
fine,2c_1_0050,0.025
2c_1_0050,twenty,1.0
minutes,2c_1_0051,0.003424657534246575
2c_1_0051,i,1.0
breakfast,2c_1_0052,0.005952380952380952
2c_1_0052,i,1.0
food,aa_0_0001,0.0007987220447284345
aa_0_0001,i,1.0
blocks,aa_0_0002,0.022222222222222223
aa_0_0002,does,1.0
does,lococos,0.01282051282051282
lococos,have,0.1111111111111111
seafood,on,0.08333333333333333
on,their,0.0031746031746031746
their,menu,0.75
menu,aa_0_0003,0.0196078431372549
aa_0_0003,can,1.0
me,anything,0.003218884120171674
at,santafe,0.004405286343612335
grill,aa_0_0004,0.125
aa_0_0004,do,1.0
grill,aa_0_0005,0.125
aa_0_0005,do,1.0
food,aa_0_0006,0.0007987220447284345
aa_0_0006,id,1.0
restaurant,aa_0_0007,0.001321003963011889
aa_0_0007,does,1.0
does,thai,0.02564102564102564
barbecue,have,0.03125
menu,aa_0_0008,0.0196078431372549
aa_0_0008,what,1.0
what,hours,0.013793103448275862
hours,is,0.26666666666666666
open,aa_0_0009,0.012658227848101266
aa_0_0009,i,1.0
like,more,0.0032722513089005235
on,italian,0.0015873015873015873
restaurants,aa_0_0010,0.0021551724137931034
aa_0_0010,could,1.0
hours,that,0.06666666666666667
giovanni,is,0.02857142857142857
open,aa_0_0011,0.012658227848101266
aa_0_0011,are,1.0
neighborhood,aa_0_0012,0.3333333333333333
aa_0_0012,i,1.0
food,aa_0_0013,0.0007987220447284345
aa_0_0013,do,1.0
that,offers,0.005050505050505051
offers,california,1.0
cuisine,aa_0_0014,0.015873015873015872
aa_0_0014,do,1.0
on,mykonos,0.0015873015873015873
mykonos,aa_0_0015,0.3333333333333333
aa_0_0015,can,1.0
restaurant,aa_0_0016,0.001321003963011889
aa_0_0016,do,1.0
china,for,0.07692307692307693
dinner,aa_0_0017,0.002109704641350211
aa_0_0017,where,1.0
cheeseburger,aa_0_0018,0.3333333333333333
aa_0_0018,where,1.0
hamburger,aa_0_0019,0.041666666666666664
aa_0_0019,can,1.0
for,edys,0.002976190476190476
edys,where,0.06896551724137931
get,sushi,0.018867924528301886
sushi,for,0.02564102564102564
lunch,is,0.002544529262086514
would,eat,0.00125
eat,anywhere,0.0024067388688327317
berkeley,im,0.019230769230769232
price,ranges,0.015384615384615385
ranges,for,1.0
vin,where,0.047619047619047616
good,apple,0.0078125
apple,pie,0.5
pie,whats,0.5
good,thai,0.0390625
shattuck,is,0.0625
shattuck,do,0.0625
for,chaam,0.001488095238095238
chaam,a,0.05555555555555555
late,is,0.08695652173913043
is,chaam,0.006521739130434782
chaam,open,0.05555555555555555
open,what,0.012658227848101266
meal,at,0.025
chezpanisse,is,0.020833333333333332
near,shattuck,0.022222222222222223
shattuck,where,0.0625
get,cambodian,0.009433962264150943
for,cambodianas,0.001488095238095238
cambodianas,wheres,0.07142857142857142
wheres,a,0.2
get,seafood,0.009433962264150943
get,lobster,0.009433962264150943
lobster,to,1.0
eat,where,0.0012033694344163659
good,bagel,0.0078125
bagel,where,0.1
a,bagel,0.000946073793755913
bagel,for,0.1
get,expensive,0.009433962264150943
expensive,japanese,0.006666666666666667
at,sushiko,0.004405286343612335
sushiko,is,0.07142857142857142
avenue,id,0.043478260869565216
at,sweet,0.004405286343612335
sweet,basils,0.3333333333333333
basils,id,1.0
at,rick,0.004405286343612335
rick,and,1.0
and,anns,0.008823529411764706
anns,is,0.3333333333333333
an,omelet,0.006711409395973154
omelet,is,1.0
get,clam,0.009433962264150943
clam,chowder,1.0
chowder,can,1.0
you,suggest,0.01073345259391771
suggest,a,0.6666666666666666
good,vegetarian,0.015625
cheap,vegetarian,0.006802721088435374
dinner,vegetarian,0.002109704641350211
dollars,vegetarian,0.0014124293785310734
get,good,0.02830188679245283
pizza,where,0.04
get,inexpensive,0.009433962264150943
inexpensive,pizza,0.022727272727272728
cheap,pizza,0.04081632653061224
get,takeout,0.009433962264150943
takeout,from,0.3333333333333333
from,sunhongkong,0.003952569169960474
sunhongkong,id,0.08333333333333333
try,eating,0.017543859649122806
eating,some,0.125
wednesday,evening,0.028985507246376812
evening,lets,0.030303030303030304
at,somewhere,0.004405286343612335
somewhere,less,0.029411764705882353
i__c__s__i,id,0.022857142857142857
nakapan,lets,0.09090909090909091
over,can,0.009541984732824428
restaurants,nearby,0.004310344827586207
nearby,id,0.13333333333333333
night,lets,0.010752688172043012
of,vietnamese,0.002053388090349076
evening,id,0.045454545454545456
spend,maybe,0.003205128205128205
maybe,less,0.03125
walking,up,0.014705882352941176
away,lets,0.0273972602739726
nice,italian,0.03571428571428571
at,venezia,0.004405286343612335
venezia,lets,0.03125
restaurant,nearby,0.003963011889035667
nearby,on,0.06666666666666667
evening,can,0.015151515151515152
good,indian,0.0078125
walk,of,0.014084507042253521
indian,id,0.01020408163265306
that,costs,0.010101010101010102
costs,less,0.125
night,tell,0.021505376344086023
sujathas,id,0.04
some,pasta,0.0070921985815602835
pasta,on,0.1111111111111111
about,cancun,0.001728608470181504
cancun,id,0.06666666666666667
have,mexican,0.004026845637583893
mexican,at,0.007462686567164179
at,cancun,0.004405286343612335
good,cantonese,0.0078125
cantonese,restaurants,0.3333333333333333
restaurants,close,0.0021551724137931034
villa,can,0.0625
over,7f_0_0001,0.0019083969465648854
7f_0_0001,oh,1.0
oh,lets,0.01639344262295082
salad,7f_0_0002,0.047619047619047616
7f_0_0002,id,1.0
salad,7f_0_0003,0.047619047619047616
7f_0_0003,id,1.0
cuisine,7f_0_0004,0.015873015873015872
7f_0_0004,this,1.0
lunch,7f_0_0005,0.002544529262086514
7f_0_0005,lunch,1.0
please,7f_0_0006,0.0035211267605633804
7f_0_0006,id,1.0
dollars,7f_0_0007,0.0014124293785310734
7f_0_0007,id,1.0
monday,7f_0_0008,0.014492753623188406
7f_0_0008,ill,1.0
to,two,0.0014727540500736377
miles,7f_0_0009,0.006369426751592357
7f_0_0009,could,1.0
fanny,7f_0_0010,0.125
7f_0_0010,tell,1.0
offering,7f_0_0011,0.14285714285714285
7f_0_0011,i,1.0
breakfast,7f_0_0012,0.005952380952380952
7f_0_0012,what,1.0
in,albany,0.005208333333333333
albany,7f_0_0013,0.5
7f_0_0013,i,1.0
albany,7f_0_0014,0.5
7f_0_0014,how,1.0
about,elcerrito,0.000864304235090752
elcerrito,7f_0_0015,1.0
7f_0_0015,i,1.0
away,7f_0_0016,0.0136986301369863
7f_0_0016,id,1.0
food,7f_0_0017,0.0007987220447284345
7f_0_0017,how,1.0
about,for,0.00432152117545376
dinner,7f_0_0018,0.002109704641350211
7f_0_0018,what,1.0
night,7f_0_0019,0.010752688172043012
7f_0_0019,saturday,1.0
night,7f_0_0020,0.010752688172043012
7f_0_0020,i,1.0
over,ten,0.003816793893129771
dollars,7f_0_0021,0.0014124293785310734
7f_0_0021,i,1.0
dollars,7f_0_0022,0.0014124293785310734
7f_0_0022,i,1.0
a,touristy,0.000946073793755913
touristy,place,1.0
inlaws,7f_0_0023,0.5
7f_0_0023,lets,1.0
over,7f_0_0024,0.0019083969465648854
7f_0_0024,where,1.0
take,children,0.02564102564102564
children,to,1.0
to,7f_0_0025,0.0003681885125184094
7f_0_0025,i,1.0
my,kids,0.02
kids,to,1.0
restaurant,7f_0_0026,0.001321003963011889
7f_0_0026,id,1.0
like,cajun,0.0006544502617801048
cajun,food,0.4
food,7f_0_0027,0.0007987220447284345
7f_0_0027,any,1.0
okay,7f_0_0028,0.005681818181818182
7f_0_0028,dinner,1.0
dinner,7f_0_0029,0.002109704641350211
7f_0_0029,i,1.0
dollars,7f_0_0030,0.0014124293785310734
7f_0_0030,doesnt,1.0
matter,7f_0_0031,0.006329113924050633
7f_0_0031,it,1.0
matter,7f_0_0032,0.006329113924050633
7f_0_0032,doesnt,1.0
matter,7f_0_0033,0.006329113924050633
7f_0_0033,it,1.0
it,really,0.002824858757062147
really,doesnt,0.01818181818181818
doesnt,7f_0_0034,0.00684931506849315
7f_0_0034,not,1.0
important,7f_0_0035,0.1
7f_0_0035,a,1.0
way,7f_0_0036,0.0625
7f_0_0036,i,1.0
distance,7f_0_0037,0.005235602094240838
7f_0_0037,five,1.0
miles,7f_0_0038,0.006369426751592357
7f_0_0038,how,1.0
about,seafood,0.000864304235090752
seafood,7f_0_0039,0.041666666666666664
7f_0_0039,how,1.0
at,spengers,0.004405286343612335
spengers,for,0.14285714285714285
for,four,0.004464285714285714
four,people,0.05263157894736842
people,7f_0_0040,0.2
7f_0_0040,tell,1.0
pharmacy,7f_0_0041,0.1
7f_0_0041,wheres,1.0
mcdonalds,7f_0_0042,0.05
7f_0_0042,what,1.0
at,olivetos,0.00881057268722467
olivetos,7f_0_0043,0.07692307692307693
7f_0_0043,can,1.0
i,make,0.0007099751508697196
make,reservations,0.02631578947368421
reservations,7f_0_0044,0.09090909090909091
